created_at,entry_id,field1,field2
2024-10-17 13:49:44 UTC,17755631,26.000000,25.000000
2024-10-17 13:49:59 UTC,17755632,11.000000,22.000000
2024-10-17 13:50:14 UTC,17755633,19.000000,20.000000
2024-10-17 13:50:29 UTC,17755634,23.000000,21.000000
2024-10-17 13:50:45 UTC,17755635,12.000000,26.000000
2024-10-17 13:51:00 UTC,17755636,17.000000,30.000000
2024-10-17 13:51:16 UTC,17755637,4.000000,22.000000
2024-10-17 13:51:31 UTC,17755638,14.000000,19.000000
2024-10-17 13:51:46 UTC,17755639,10.000000,15.000000
2024-10-17 13:52:02 UTC,17755640,9.000000,19.000000
2024-10-17 13:52:18 UTC,17755641,13.000000,15.000000
2024-10-17 13:52:33 UTC,17755642,14.000000,11.000000
2024-10-17 13:52:49 UTC,17755643,13.000000,12.000000
2024-10-17 13:53:05 UTC,17755644,15.000000,19.000000
2024-10-17 13:53:20 UTC,17755645,16.000000,21.000000
2024-10-17 13:53:36 UTC,17755646,15.000000,41.000000
2024-10-17 13:53:52 UTC,17755647,18.000000,33.000000
2024-10-17 13:54:07 UTC,17755648,16.000000,30.000000
2024-10-17 13:54:23 UTC,17755649,20.000000,37.000000
2024-10-17 13:54:39 UTC,17755650,16.000000,33.000000
2024-10-17 13:54:56 UTC,17755651,12.000000,20.000000
2024-10-17 13:55:12 UTC,17755652,10.000000,17.000000
2024-10-17 13:55:28 UTC,17755653,9.000000,13.000000
2024-10-17 13:55:43 UTC,17755654,11.000000,20.000000
2024-10-17 13:55:59 UTC,17755655,17.000000,26.000000
2024-10-17 13:56:15 UTC,17755656,21.000000,35.000000
2024-10-17 13:56:31 UTC,17755657,18.000000,31.000000
2024-10-17 13:56:46 UTC,17755658,21.000000,30.000000
2024-10-17 13:57:02 UTC,17755659,15.000000,18.000000
2024-10-17 13:57:17 UTC,17755660,19.000000,18.000000
2024-10-17 13:57:32 UTC,17755661,12.000000,17.000000
2024-10-17 13:57:47 UTC,17755662,3.000000,26.000000
2024-10-17 13:58:03 UTC,17755663,7.000000,44.000000
2024-10-17 13:58:17 UTC,17755664,7.000000,26.000000
